Country_Code	Country_Name	Province_Name	Province_Type	Global_ID	R	G	B
NGA	Nigeria	Borno	State	2388	0	9	84
NGA	Nigeria	Adamawa	State	2389	0	9	85
NGA	Nigeria	Taraba	State	2390	0	9	86
NGA	Nigeria	Benue	State	2391	0	9	87
NGA	Nigeria	Cross River	State	2392	0	9	88
NGA	Nigeria	Sokoto	State	2393	0	9	89
NGA	Nigeria	Zamfara	State	2394	0	9	90
NGA	Nigeria	Yobe	State	2395	0	9	91
NGA	Nigeria	Katsina	State	2396	0	9	92
NGA	Nigeria	Jigawa	State	2397	0	9	93
NGA	Nigeria	Ondo	State	2398	0	9	94
NGA	Nigeria	Delta	State	2399	0	9	95
NGA	Nigeria	Bayelsa	State	2400	0	9	96
NGA	Nigeria	Rivers	State	2401	0	9	97
NGA	Nigeria	Akwa Ibom	State	2402	0	9	98
NGA	Nigeria	Abia	State	2403	0	9	99
NGA	Nigeria	Ebonyi	State	2404	0	9	100
NGA	Nigeria	Anambra	State	2405	0	9	101
NGA	Nigeria	Edo	State	2406	0	9	102
NGA	Nigeria	Bauchi	State	2407	0	9	103
NGA	Nigeria	Plateau	State	2408	0	9	104
NGA	Nigeria	Nassarawa	State	2409	0	9	105
NGA	Nigeria	Gombe	State	2410	0	9	106
NGA	Nigeria	Enugu	State	2411	0	9	107
NGA	Nigeria	Kogi	State	2412	0	9	108
NGA	Nigeria	Osun	State	2413	0	9	109
NGA	Nigeria	Imo	State	2414	0	9	110
NGA	Nigeria	Ekiti	State	2415	0	9	111
NGA	Nigeria	Kaduna	State	2416	0	9	112
NGA	Nigeria	Kano	State	2417	0	9	113
NGA	Nigeria	Federal Capital Territory	State	2418	0	9	114
BEN	Benin	Alibori	Department	2419	0	9	115
BEN	Benin	Borgou	Department	2420	0	9	116
BEN	Benin	Plateau	Department	2421	0	9	117
BEN	Benin	Collines	Department	2422	0	9	118
BEN	Benin	Ouémé	Department	2423	0	9	119
BEN	Benin	Atakora	Department	2424	0	9	120
BEN	Benin	Donga	Department	2425	0	9	121
BEN	Benin	Zou	Department	2426	0	9	122
BEN	Benin	Kouffo	Department	2427	0	9	123
BEN	Benin	Mono	Department	2428	0	9	124
BEN	Benin	Atlantique	Department	2429	0	9	125
BEN	Benin	Littoral	Department	2430	0	9	126
AGO	Angola	Cabinda	Province	2431	0	9	127
AGO	Angola	Cuando Cubango	Province	2432	0	9	128
AGO	Angola	Moxico	Province	2433	0	9	129
AGO	Angola	Namibe	Province	2434	0	9	130
AGO	Angola	Cunene	Province	2435	0	9	131
AGO	Angola	Zaire	Province	2436	0	9	132
AGO	Angola	Uíge	Province	2437	0	9	133
AGO	Angola	Lunda Norte	Province	2438	0	9	134
AGO	Angola	Malanje	Province	2439	0	9	135
AGO	Angola	Lunda Sul	Province	2440	0	9	136
AGO	Angola	Cuanza Sul	Province	2441	0	9	137
AGO	Angola	Benguela	Province	2442	0	9	138
AGO	Angola	Bengo	Province	2443	0	9	139
AGO	Angola	Luanda	Province	2444	0	9	140
AGO	Angola	Bié	Province	2445	0	9	141
AGO	Angola	Cuanza Norte	Province	2446	0	9	142
AGO	Angola	Huíla	Province	2447	0	9	143
AGO	Angola	Huambo	Province	2448	0	9	144
HRV	Croatia	Medimurska	County	2449	0	9	145
HRV	Croatia	Viroviticko-Podravska	County	2450	0	9	146
HRV	Croatia	Koprivničko-Križevačka	County	2451	0	9	147
HRV	Croatia	Osjecko-Baranjska	County	2452	0	9	148
HRV	Croatia	Istarska	County	2453	0	9	149
HRV	Croatia	Dubrovacko-Neretvanska	County	2454	0	9	150
HRV	Croatia	Sisacko-Moslavacka	County	2455	0	9	151
HRV	Croatia	Brodsko-Posavska	County	2469	0	9	165
HRV	Croatia	Karlovacka	County	2457	0	9	153
HRV	Croatia	Zadarska	County	2458	0	9	154
HRV	Croatia	Vukovarsko-Srijemska	County	2459	0	9	155
HRV	Croatia	Splitsko-Dalmatinska	County	2460	0	9	156
HRV	Croatia	Varaždinska	County	2461	0	9	157
HRV	Croatia	Krapinsko-Zagorska	County	2462	0	9	158
HRV	Croatia	Zagrebacka	County	2463	0	9	159
HRV	Croatia	Primorsko-Goranska	County	2464	0	9	160
HRV	Croatia	Šibensko-Kninska	County	2465	0	9	161
HRV	Croatia	Licko-Senjska	County	2466	0	9	162
HRV	Croatia	Bjelovarsko-bilogorska	County	2467	0	9	163
HRV	Croatia	Grad Zagreb	City	2468	0	9	164
SVN	Slovenia	Piran	Commune|Municipality	2470	0	9	166
SVN	Slovenia	Moravske Toplice	Commune|Municipality	2471	0	9	167
SVN	Slovenia	Šalovci	Commune|Municipality	2472	0	9	168
SVN	Slovenia	Hodoš	Commune|Municipality	2473	0	9	169
SVN	Slovenia	Gornji Petrovci	Commune|Municipality	2474	0	9	170
SVN	Slovenia	Kuzma	Commune|Municipality	2475	0	9	171
SVN	Slovenia	Lendava	Commune|Municipality	2476	0	9	172
SVN	Slovenia	Dobrovnik	Commune|Municipality	2477	0	9	173
SVN	Slovenia	Kobilje	Commune|Municipality	2478	0	9	174
SVN	Slovenia	Kranjska Gora	Commune|Municipality	2479	0	9	175
SVN	Slovenia	Bovec	Commune|Municipality	2480	0	9	176
SVN	Slovenia	Kobarid	Commune|Municipality	2481	0	9	177
SVN	Slovenia	Tolmin	Commune|Municipality	2482	0	9	178
SVN	Slovenia	Kanal	Commune|Municipality	2483	0	9	179
SVN	Slovenia	Brda	Commune|Municipality	2484	0	9	180
SVN	Slovenia	Nova Goriška	Statistical Region	2485	0	9	181
SVN	Slovenia	Šempeter-Vrtojba	Commune|Municipality	2486	0	9	182
SVN	Slovenia	Miren-Kostanjevica	Commune|Municipality	2487	0	9	183
SVN	Slovenia	Komen	Commune|Municipality	2488	0	9	184
SVN	Slovenia	Sežana	Commune|Municipality	2489	0	9	185
SVN	Slovenia	Hrpelje-Kozina	Commune|Municipality	2490	0	9	186
SVN	Slovenia	Koper	Commune|Municipality	2491	0	9	187
SVN	Slovenia	Rogašovci	Commune|Municipality	2492	0	9	188
SVN	Slovenia	Cankova	Commune|Municipality	2493	0	9	189
SVN	Slovenia	Gornja Radgona	Commune|Municipality	2494	0	9	190
SVN	Slovenia	Apace	Commune|Municipality	2495	0	9	191
SVN	Slovenia	Šentilj	Commune|Municipality	2496	0	9	192
SVN	Slovenia	Kungota	Commune|Municipality	2497	0	9	193
SVN	Slovenia	Maribor	Commune|Municipality	2498	0	9	194
SVN	Slovenia	Selnica ob Dravi	Commune|Municipality	2499	0	9	195
SVN	Slovenia	Radlje ob Dravi	Commune|Municipality	2500	0	9	196
SVN	Slovenia	Muta	Commune|Municipality	2501	0	9	197
SVN	Slovenia	Dravograd	Commune|Municipality	2502	0	9	198
SVN	Slovenia	Podvelka	Commune|Municipality	2503	0	9	199
SVN	Slovenia	Ravne na Koroškem	Commune|Municipality	2504	0	9	200
SVN	Slovenia	Prevalje	Commune|Municipality	2505	0	9	201
SVN	Slovenia	Mežica	Commune|Municipality	2506	0	9	202
SVN	Slovenia	Črna na Koroškem	Commune|Municipality	2507	0	9	203
SVN	Slovenia	Tržič	Commune|Municipality	2508	0	9	204
SVN	Slovenia	Žirovnica	Commune|Municipality	2509	0	9	205
SVN	Slovenia	Jesenice	Commune|Municipality	2510	0	9	206
SVN	Slovenia	Solcava	Commune|Municipality	2511	0	9	207
SVN	Slovenia	Jezersko	Commune|Municipality	2512	0	9	208
SVN	Slovenia	Črenšovci	Commune|Municipality	2513	0	9	209
SVN	Slovenia	Ljutomer	Commune|Municipality	2514	0	9	210
SVN	Slovenia	Razkrižje	Commune|Municipality	2515	0	9	211
SVN	Slovenia	Ormož	Commune|Municipality	2516	0	9	212
SVN	Slovenia	Zavrc	Commune|Municipality	2517	0	9	213
SVN	Slovenia	Gorišnica	Commune|Municipality	2518	0	9	214
SVN	Slovenia	Videm	Commune|Municipality	2519	0	9	215
SVN	Slovenia	Podlehnik	Commune|Municipality	2520	0	9	216
SVN	Slovenia	Žetale	Commune|Municipality	2521	0	9	217
SVN	Slovenia	Rogatec	Commune|Municipality	2522	0	9	218
SVN	Slovenia	Rogaška Slatina	Commune|Municipality	2523	0	9	219
SVN	Slovenia	Bistrica ob Sotli	Commune|Municipality	2524	0	9	220
SVN	Slovenia	Podcetrtek	Commune|Municipality	2525	0	9	221
SVN	Slovenia	Brežice	Commune|Municipality	2526	0	9	222
SVN	Slovenia	Krško	Statistical Region	2527	0	9	223
SVN	Slovenia	Šentjernej	Commune|Municipality	2528	0	9	224
SVN	Slovenia	Novo Mesto	Commune|Municipality	2529	0	9	225
SVN	Slovenia	Metlika	Commune|Municipality	2530	0	9	226
SVN	Slovenia	Crnomelj	Commune|Municipality	2531	0	9	227
SVN	Slovenia	Kocevje	Commune|Municipality	2532	0	9	228
SVN	Slovenia	Kostel	Commune|Municipality	2533	0	9	229
SVN	Slovenia	Loški Potok	Commune|Municipality	2534	0	9	230
SVN	Slovenia	Loška dolina	Commune|Municipality	2535	0	9	231
SVN	Slovenia	Ilirska Bistrica	Commune|Municipality	2536	0	9	232
SVN	Slovenia	Izola	Commune|Municipality	2537	0	9	233
SVN	Slovenia	Pesnica	Commune|Municipality	2538	0	9	234
SVN	Slovenia	Duplek	Commune|Municipality	2539	0	9	235
SVN	Slovenia	Miklavž na Dravskem polju	Commune|Municipality	2540	0	9	236
SVN	Slovenia	Hoce-Slivnica	Commune|Municipality	2541	0	9	237
SVN	Slovenia	Lenart	Commune|Municipality	2542	0	9	238
SVN	Slovenia	Sveta Ana	Commune|Municipality	2543	0	9	239
SVN	Slovenia	Lovrenc na Pohorju	Commune|Municipality	2544	0	9	240
SVN	Slovenia	Ribnica na Pohorju	Commune|Municipality	2545	0	9	241
SVN	Slovenia	Slovenj Gradec	Statistical Region	2546	0	9	242
SVN	Slovenia	Vuzenica	Commune|Municipality	2547	0	9	243
SVN	Slovenia	Preddvor	Commune|Municipality	2548	0	9	244
SVN	Slovenia	Šenčur	Commune|Municipality	2549	0	9	245
SVN	Slovenia	Cerklje na Gorenjskem	Commune|Municipality	2550	0	9	246
SVN	Slovenia	Kamnik	Commune|Municipality	2551	0	9	247
SVN	Slovenia	Medvode	Commune|Municipality	2552	0	9	248
SVN	Slovenia	Kranj	Commune|Municipality	2553	0	9	249
SVN	Slovenia	Škofja Loka	Commune|Municipality	2554	0	9	250
SVN	Slovenia	Železniki	Commune|Municipality	2555	0	9	251
SVN	Slovenia	Bohinj	Commune|Municipality	2556	0	9	252
SVN	Slovenia	Naklo	Commune|Municipality	2557	0	9	253
SVN	Slovenia	Radovljica	Statistical Region	2558	0	9	254
SVN	Slovenia	Šoštanj	Commune|Municipality	2559	0	9	255
SVN	Slovenia	Ljubno	Commune|Municipality	2560	0	10	0
SVN	Slovenia	Luce	Commune|Municipality	2561	0	10	1
SVN	Slovenia	Lukovica	Commune|Municipality	2562	0	10	2
SVN	Slovenia	Benedikt	Commune|Municipality	2563	0	10	3
SVN	Slovenia	Laško	Commune|Municipality	2564	0	10	4
SVN	Slovenia	Dobje	Commune|Municipality	2565	0	10	5
SVN	Slovenia	Ruše	Commune|Municipality	2566	0	10	6
SVN	Slovenia	Vodice	Commune|Municipality	2567	0	10	7
SVN	Slovenia	Komenda	Commune|Municipality	2568	0	10	8
SVN	Slovenia	Mengeš	Commune|Municipality	2569	0	10	9
SVN	Slovenia	Vrhnika	Commune|Municipality	2570	0	10	10
SVN	Slovenia	Horjul	Commune|Municipality	2571	0	10	11
SVN	Slovenia	Cerkvenjak	Commune|Municipality	2572	0	10	12
SVN	Slovenia	Trzin	Commune|Municipality	2573	0	10	13
SVN	Slovenia	Puconci	Commune|Municipality	2574	0	10	14
SVN	Slovenia	Grad	Commune|Municipality	2575	0	10	15
SVN	Slovenia	Murska Sobota	Statistical Region	2576	0	10	16
SVN	Slovenia	Sveti Andraž v Slovenskih Goricah	Commune|Municipality	2577	0	10	17
SVN	Slovenia	Brezovica	Commune|Municipality	2578	0	10	18
SVN	Slovenia	Dobrova-Polhov Gradec	Commune|Municipality	2579	0	10	19
SVN	Slovenia	Gorenja vas-Poljane	Commune|Municipality	2580	0	10	20
SVN	Slovenia	Logatec	Commune|Municipality	2581	0	10	21
SVN	Slovenia	Trnovska vas	Commune|Municipality	2582	0	10	22
SVN	Slovenia	Destrnik	Commune|Municipality	2583	0	10	23
SVN	Slovenia	Race-Fram	Commune|Municipality	2584	0	10	24
SVN	Slovenia	Starše	Statistical Region	2585	0	10	25
SVN	Slovenia	Vransko	Commune|Municipality	2586	0	10	26
SVN	Slovenia	Velenje	Commune|Municipality	2587	0	10	27
SVN	Slovenia	Polzela	Commune|Municipality	2588	0	10	28
SVN	Slovenia	Šmartno ob Paki	Commune|Municipality	2589	0	10	29
SVN	Slovenia	Mozirje	Commune|Municipality	2590	0	10	30
SVN	Slovenia	Vitanje	Commune|Municipality	2591	0	10	31
SVN	Slovenia	Vojnik	Commune|Municipality	2592	0	10	32
SVN	Slovenia	Zrece	Commune|Municipality	2593	0	10	33
SVN	Slovenia	Mislinja	Commune|Municipality	2594	0	10	34
SVN	Slovenia	Zasavska	Statistical Region	2595	0	10	35
SVN	Slovenia	Litija	Commune|Municipality	2596	0	10	36
SVN	Slovenia	Gornji Grad	Commune|Municipality	2597	0	10	37
SVN	Slovenia	Cerknica	Commune|Municipality	2598	0	10	38
SVN	Slovenia	Velike Lašče	Commune|Municipality	2599	0	10	39
SVN	Slovenia	Borovnica	Commune|Municipality	2600	0	10	40
SVN	Slovenia	Postojna	Commune|Municipality	2601	0	10	41
SVN	Slovenia	Pivka	Statistical Region	2602	0	10	42
SVN	Slovenia	Dobrna	Commune|Municipality	2603	0	10	43
SVN	Slovenia	Celje	Commune|Municipality	2604	0	10	44
SVN	Slovenia	Nazarje	Commune|Municipality	2605	0	10	45
SVN	Slovenia	Domžale	Commune|Municipality	2606	0	10	46
SVN	Slovenia	Ivancna Gorica	Commune|Municipality	2607	0	10	47
SVN	Slovenia	Ljubljana	Statistical Region	2608	0	10	48
SVN	Slovenia	Šmartno in Litiji	Commune|Municipality	2609	0	10	49
SVN	Slovenia	Ig	Commune|Municipality	2610	0	10	50
SVN	Slovenia	Dol pri Ljubljani	Commune|Municipality	2611	0	10	51
SVN	Slovenia	Prebold	Commune|Municipality	2612	0	10	52
SVN	Slovenia	Moravce	Commune|Municipality	2613	0	10	53
SVN	Slovenia	Dobrepolje	Commune|Municipality	2614	0	10	54
SVN	Slovenia	Radece	Commune|Municipality	2615	0	10	55
SVN	Slovenia	Štore	Commune|Municipality	2616	0	10	56
SVN	Slovenia	Slovenske Konjice	Commune|Municipality	2617	0	10	57
SVN	Slovenia	Žiri	Commune|Municipality	2618	0	10	58
SVN	Slovenia	Oplotnica	Commune|Municipality	2619	0	10	59
SVN	Slovenia	Cerkno	Commune|Municipality	2620	0	10	60
SVN	Slovenia	Bled	Commune|Municipality	2621	0	10	61
SVN	Slovenia	Ajdovščina	Commune|Municipality	2622	0	10	62
SVN	Slovenia	Divaca	Commune|Municipality	2623	0	10	63
SVN	Slovenia	Idrija	Commune|Municipality	2624	0	10	64
SVN	Slovenia	Vipava	Commune|Municipality	2625	0	10	65
SVN	Slovenia	Bloke	Commune|Municipality	2626	0	10	66
SVN	Slovenia	Šentjur pri Celju	Commune|Municipality	2627	0	10	67
SVN	Slovenia	Kozje	Commune|Municipality	2628	0	10	68
SVN	Slovenia	Šmarje pri Jelšah	Commune|Municipality	2629	0	10	69
SVN	Slovenia	Sevnica	Commune|Municipality	2630	0	10	70
SVN	Slovenia	Mirna Pec	Commune|Municipality	2631	0	10	71
SVN	Slovenia	Trebnje	Commune|Municipality	2632	0	10	72
SVN	Slovenia	Žužemberk	Commune|Municipality	2633	0	10	73
SVN	Slovenia	Turnišče	Commune|Municipality	2634	0	10	74
SVN	Slovenia	Radenci	Commune|Municipality	2635	0	10	75
SVN	Slovenia	Sveti Jurij	Commune|Municipality	2636	0	10	76
SVN	Slovenia	Velika Polana	Commune|Municipality	2637	0	10	77
SVN	Slovenia	Beltinci	Commune|Municipality	2638	0	10	78
SVN	Slovenia	Veržej	Commune|Municipality	2639	0	10	79
SVN	Slovenia	Odranci	Commune|Municipality	2640	0	10	80
SVN	Slovenia	Grosuplje	Commune|Municipality	2641	0	10	81
SVN	Slovenia	Škofljica	Commune|Municipality	2642	0	10	82
SVN	Slovenia	Hrastnik	Commune|Municipality	2643	0	10	83
SVN	Slovenia	Žalec	Statistical Region	2644	0	10	84
SVN	Slovenia	Trbovlje	Statistical Region	2645	0	10	85
SVN	Slovenia	Braslovce	Commune|Municipality	2646	0	10	86
SVN	Slovenia	Tabor	Commune|Municipality	2647	0	10	87
SVN	Slovenia	Krsko	Commune|Municipality	2648	0	10	88
SVN	Slovenia	Hajdina	Commune|Municipality	2649	0	10	89
SVN	Slovenia	Ptuj	Commune|Municipality	2650	0	10	90
SVN	Slovenia	Majšperk	Commune|Municipality	2651	0	10	91
SVN	Slovenia	Slovenska Bistrica	Commune|Municipality	2652	0	10	92
SVN	Slovenia	Markovci	Commune|Municipality	2653	0	10	93
SVN	Slovenia	Kidricevo	Commune|Municipality	2654	0	10	94
SVN	Slovenia	Dornava	Commune|Municipality	2655	0	10	95
SVN	Slovenia	Križevci	Commune|Municipality	2656	0	10	96
SVN	Slovenia	Juršinci	Commune|Municipality	2657	0	10	97
SVN	Slovenia	Semic	Commune|Municipality	2658	0	10	98
SVN	Slovenia	Dolenjske Toplice	Statistical Region	2659	0	10	99
SVN	Slovenia	Sodražica	Commune|Municipality	2660	0	10	100
SVN	Slovenia	Ribnica	Commune|Municipality	2661	0	10	101
SVN	Slovenia	Škocjan	Commune|Municipality	2662	0	10	102
QAT	Qatar	Ar Rayyān	Municipality	2663	0	10	103
QAT	Qatar	Al Wakrah	Municipality	2664	0	10	104
QAT	Qatar	Ad Dawhah	Municipality	2665	0	10	105
QAT	Qatar	Al Daayen	Municipality	2666	0	10	106
QAT	Qatar	Al Khawr	Municipality	2667	0	10	107
QAT	Qatar	Madinat ach Shamal	Municipality	2668	0	10	108
QAT	Qatar	Umm Salal	Municipality	2669	0	10	109
SAU	Saudi Arabia	Ash Sharqiyah	Region	2670	0	10	110
SAU	Saudi Arabia	Al Hudud ash Shamaliyah	Region	2671	0	10	111
SAU	Saudi Arabia	Al Jawf	Region	2672	0	10	112
SAU	Saudi Arabia	Najran	Region	2673	0	10	113
SAU	Saudi Arabia	`Asir	Region	2674	0	10	114
SAU	Saudi Arabia	Jizan	Region	2675	0	10	115
SAU	Saudi Arabia	Tabuk	Region	2676	0	10	116
SAU	Saudi Arabia	Al Madinah	Region	2677	0	10	117
SAU	Saudi Arabia	Makkah	Region	2678	0	10	118
SAU	Saudi Arabia	Ar Riyad	Region	2679	0	10	119
SAU	Saudi Arabia	Al Quassim	Region	2680	0	10	120
SAU	Saudi Arabia	Ha'il	Region	2681	0	10	121
SAU	Saudi Arabia	Al Bahah	Region	2682	0	10	122
BWA	Botswana	North-West	District	2683	0	10	123
BWA	Botswana	Central	District	2684	0	10	124
BWA	Botswana	North-East	District	2685	0	10	125
BWA	Botswana	Kgatleng	District	2686	0	10	126
BWA	Botswana	South-East	District	2687	0	10	127
BWA	Botswana	Southern	District	2688	0	10	128
BWA	Botswana	Kgalagadi	District	2689	0	10	129
BWA	Botswana	Ghanzi	District	2690	0	10	130
BWA	Botswana	Kweneng	District	2691	0	10	131
BWA	Botswana	Gaborone	City	2692	0	10	132
BWA	Botswana	Jwaneng	Town	2693	0	10	133
BWA	Botswana	Francistown	City	2694	0	10	134
BWA	Botswana	Lobatse	Town	2695	0	10	135
BWA	Botswana	Selebi-Phikwe	Town	2696	0	10	136
BWA	Botswana	Sowa	Township	2697	0	10	137
ZWE	Zimbabwe	Matabeleland North	Province	2698	0	10	138
ZWE	Zimbabwe	Matabeleland South	Province	2699	0	10	139
ZWE	Zimbabwe	Masvingo	Province	2700	0	10	140
ZWE	Zimbabwe	Mashonaland West	Province	2701	0	10	141
ZWE	Zimbabwe	Mashonaland Central	Province	2702	0	10	142
ZWE	Zimbabwe	Mashonaland East	Province	2703	0	10	143
ZWE	Zimbabwe	Manicaland	Province	2704	0	10	144
ZWE	Zimbabwe	Midlands	Province	2705	0	10	145
ZWE	Zimbabwe	Harare	City	2706	0	10	146
ZWE	Zimbabwe	Bulawayo	City	2707	0	10	147
PAK	Pakistan	Northern Areas	Centrally Administered Area	2708	0	10	148
PAK	Pakistan	K.P.	Province	2709	0	10	149
PAK	Pakistan	F.A.T.A.	Territory	2710	0	10	150
PAK	Pakistan	Baluchistan	Province	2711	0	10	151
PAK	Pakistan	Punjab	Province	2712	0	10	152
PAK	Pakistan	Sind	Province	2713	0	10	153
PAK	Pakistan	Azad Kashmir	Centrally Administered Area	2714	0	10	154
PAK	Pakistan	F.C.T.	Capital Territory	2715	0	10	155
BGR	Bulgaria	Burgas	Province	2716	0	10	156
BGR	Bulgaria	Yambol	Province	2717	0	10	157
BGR	Bulgaria	Haskovo	Province	2718	0	10	158
BGR	Bulgaria	Vidin	Province	2719	0	10	159
BGR	Bulgaria	Pernik	Province	2720	0	10	160
BGR	Bulgaria	Sofia	Province	2721	0	10	161
BGR	Bulgaria	Montana	Province	2722	0	10	162
BGR	Bulgaria	Kyustendil	Province	2723	0	10	163
BGR	Bulgaria	Blagoevgrad	Province	2724	0	10	164
BGR	Bulgaria	Silistra	Province	2725	0	10	165
BGR	Bulgaria	Ruse	Province	2726	0	10	166
BGR	Bulgaria	Dobrich	Province	2727	0	10	167
BGR	Bulgaria	Vratsa	Province	2728	0	10	168
BGR	Bulgaria	Pleven	Province	2729	0	10	169
BGR	Bulgaria	Veliko Tarnovo	Province	2730	0	10	170
BGR	Bulgaria	Kardzhali	Province	2731	0	10	171
BGR	Bulgaria	Smolyan	Province	2732	0	10	172
BGR	Bulgaria	Varna	Province	2733	0	10	173
BGR	Bulgaria	Plovdiv	Province	2734	0	10	174
BGR	Bulgaria	Stara Zagora	Province	2735	0	10	175
BGR	Bulgaria	Sliven	Province	2736	0	10	176
BGR	Bulgaria	Shumen	Province	2737	0	10	177
BGR	Bulgaria	Razgrad	Province	2738	0	10	178
BGR	Bulgaria	Targovishte	Province	2739	0	10	179
BGR	Bulgaria	Gabrovo	Province	2740	0	10	180
BGR	Bulgaria	Pazardzhik	Province	2741	0	10	181
BGR	Bulgaria	Lovech	Province	2742	0	10	182
BGR	Bulgaria	Grad Sofiya	Province	2743	0	10	183
THA	Thailand	Surin	Province	2744	0	10	184
THA	Thailand	Si Sa Ket	Province	2745	0	10	185
THA	Thailand	Ubon Ratchathani	Province	2746	0	10	186
THA	Thailand	Sa Kaeo	Province	2747	0	10	187
THA	Thailand	Buri Ram	Province	2748	0	10	188
THA	Thailand	Trat	Province	2749	0	10	189
THA	Thailand	Chanthaburi	Province	2750	0	10	190
THA	Thailand	Satun	Province	2751	0	10	191
THA	Thailand	Songkhla	Province	2752	0	10	192
THA	Thailand	Yala	Province	2753	0	10	193
THA	Thailand	Narathiwat	Province	2754	0	10	194
THA	Thailand	Chiang Rai	Province	2755	0	10	195
THA	Thailand	Chiang Mai	Province	2756	0	10	196
THA	Thailand	Mae Hong Son	Province	2757	0	10	197
THA	Thailand	Tak	Province	2758	0	10	198
THA	Thailand	Kanchanaburi	Province	2759	0	10	199
THA	Thailand	Prachuap Khiri Khan	Province	2760	0	10	200
THA	Thailand	Phetchaburi	Province	2761	0	10	201
THA	Thailand	Ratchaburi	Province	2762	0	10	202
THA	Thailand	Chumphon	Province	2763	0	10	203
THA	Thailand	Ranong	Province	2764	0	10	204
THA	Thailand	Phayao	Province	2765	0	10	205
THA	Thailand	Nan	Province	2766	0	10	206
THA	Thailand	Uttaradit	Province	2767	0	10	207
THA	Thailand	Phitsanulok	Province	2768	0	10	208
THA	Thailand	Loei	Province	2769	0	10	209
THA	Thailand	Bueng Kan	Province	2770	0	10	210
THA	Thailand	Nong Khai	Province	2771	0	10	211
THA	Thailand	Nakhon Phanom	Province	2772	0	10	212
THA	Thailand	Mukdahan	Province	2773	0	10	213
THA	Thailand	Amnat Charoen	Province	2774	0	10	214
THA	Thailand	Phangnga	Province	2775	0	10	215
THA	Thailand	Krabi	Province	2776	0	10	216
THA	Thailand	Trang	Province	2777	0	10	217
THA	Thailand	Pattani	Province	2778	0	10	218
THA	Thailand	Phatthalung	Province	2779	0	10	219
THA	Thailand	Nakhon Si Thammarat	Province	2780	0	10	220
THA	Thailand	Surat Thani	Province	2781	0	10	221
THA	Thailand	Samut Songkhram	Province	2782	0	10	222
THA	Thailand	Samut Sakhon	Province	2783	0	10	223
THA	Thailand	Bangkok Metropolis	Province	2784	0	10	224
THA	Thailand	Samut Prakan	Province	2785	0	10	225
THA	Thailand	Chachoengsao	Province	2786	0	10	226
THA	Thailand	Chon Buri	Province	2787	0	10	227
THA	Thailand	Rayong	Province	2788	0	10	228
THA	Thailand	Phuket	Province	2789	0	10	229
THA	Thailand	Khon Kaen	Province	2790	0	10	230
THA	Thailand	Sakon Nakhon	Province	2791	0	10	231
THA	Thailand	Suphan Buri	Province	2792	0	10	232
THA	Thailand	Sing Buri	Province	2793	0	10	233
THA	Thailand	Chai Nat	Province	2794	0	10	234
THA	Thailand	Ang Thong	Province	2795	0	10	235
THA	Thailand	Saraburi	Province	2796	0	10	236
THA	Thailand	Nakhon Ratchasima	Province	2797	0	10	237
THA	Thailand	Nakhon Nayok	Province	2798	0	10	238
THA	Thailand	Pathum Thani	Province	2799	0	10	239
THA	Thailand	Uthai Thani	Province	2800	0	10	240
THA	Thailand	Kalasin	Province	2801	0	10	241
THA	Thailand	Roi Et	Province	2802	0	10	242
THA	Thailand	Maha Sarakham	Province	2803	0	10	243
THA	Thailand	Nong Bua Lam Phu	Province	2804	0	10	244
THA	Thailand	Lop Buri	Province	2805	0	10	245
THA	Thailand	Udon Thani	Province	2806	0	10	246
THA	Thailand	Phra Nakhon Si Ayutthaya	Province	2807	0	10	247
THA	Thailand	Nonthaburi	Province	2808	0	10	248
THA	Thailand	Nakhon Pathom	Province	2809	0	10	249
THA	Thailand	Kamphaeng Phet	Province	2810	0	10	250
THA	Thailand	Lampang	Province	2811	0	10	251
THA	Thailand	Sukhothai	Province	2812	0	10	252
THA	Thailand	Nakhon Sawan	Province	2813	0	10	253
THA	Thailand	Phetchabun	Province	2814	0	10	254
THA	Thailand	Phichit	Province	2815	0	10	255
THA	Thailand	Chaiyaphum	Province	2816	0	11	0
THA	Thailand	Phrae	Province	2817	0	11	1
THA	Thailand	Lamphun	Province	2818	0	11	2
THA	Thailand	Prachin Buri	Province	2819	0	11	3
THA	Thailand	Yasothon	Province	2820	0	11	4
SMR	San Marino	Serravalle	None	2821	0	11	5
SMR	San Marino	Domagnano	None	2822	0	11	6
SMR	San Marino	Faetano	None	2823	0	11	7
SMR	San Marino	Montegiardino	None	2824	0	11	8
SMR	San Marino	Fiorentino	None	2825	0	11	9
SMR	San Marino	Chiesanuova	None	2826	0	11	10
SMR	San Marino	San Marino	None	2827	0	11	11
SMR	San Marino	Acquaviva	None	2828	0	11	12
SMR	San Marino	Borgo Maggiore	None	2829	0	11	13
HTI	Haiti	Nord-Est	Department	2830	0	11	14
HTI	Haiti	Centre	Department	2831	0	11	15
HTI	Haiti	Ouest	Department	2832	0	11	16
HTI	Haiti	Sud-Est	Department	2833	0	11	17
HTI	Haiti	Sud	Department	2834	0	11	18
HTI	Haiti	Grand'Anse	Department	2835	0	11	19
HTI	Haiti	Nord-Ouest	Department	2836	0	11	20
HTI	Haiti	Nord	Department	2837	0	11	21
HTI	Haiti	L'Artibonite	Department	2838	0	11	22
HTI	Haiti	Nippes	Department	2839	0	11	23
DOM	Dominican Republic	Monte Cristi	Province	2840	0	11	24
